ID Transaksi,Produk,Kategori,Satuan,Kuantitas,Harga Satuan,Total Harga,Tanggal Pembelian
T1545,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/9/2024
T1274,Kuas,Alat,Buah,8,18000,144000,1/6/2024
T1677,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/3/2024
T1474,Cat Tembok,Cat,Kaleng,3,232000,696000,1/8/2024
T2036,Cat Kayu,Cat,Kaleng,4,89000,356000,1/9/2024
T1097,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/8/2024
T2024,Cat Kayu,Cat,Kaleng,7,89000,623000,1/5/2024
T2067,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/2/2024
T1252,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/4/2024
T1473,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1274,Cat Tembok,Cat,Kaleng,3,232000,696000,1/5/2024
T1263,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/3/2024
T1534,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/2/2024
T1174,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/4/2024
T1054,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1598,Semen,Material Konstruksi,Zak,3,63000,189000,1/4/2024
T1027,Semen,Material Konstruksi,Zak,6,63000,378000,1/3/2024
T1981,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/7/2024
T1801,Cat Kayu,Cat,Kaleng,7,89000,623000,1/1/2024
T1907,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/2/2024
T1454,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/8/2024
T1976,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1952,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/1/2024
T1972,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/6/2024
T1363,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/2/2024
T1873,Cat Kayu,Cat,Kaleng,3,89000,267000,1/3/2024
T1043,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/5/2024
T1848,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/8/2024
T1798,Cat Kayu,Cat,Kaleng,2,89000,178000,1/1/2024
T1944,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/4/2024
T2017,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/8/2024
T1840,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/7/2024
T1042,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/8/2024
T1534,Cat Kayu,Cat,Kaleng,3,89000,267000,1/2/2024
T1931,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/3/2024
T1760,Cat Kayu,Cat,Kaleng,3,89000,267000,1/3/2024
T1959,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/6/2024
T1631,Semen,Material Konstruksi,Zak,6,63000,378000,1/9/2024
T1558,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/5/2024
T1921,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/6/2024
T1676,Cat Kayu,Cat,Kaleng,1,89000,89000,1/5/2024
T1478,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/7/2024
T1523,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/7/2024
T1857,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/5/2024
T1269,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/4/2024
T1540,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/3/2024
T1617,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/3/2024
T1863,Cat Kayu,Cat,Kaleng,3,89000,267000,1/5/2024
T1761,Semen,Material Konstruksi,Zak,6,63000,378000,1/4/2024
T1057,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/3/2024
T1614,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/2/2024
T1087,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/4/2024
T2057,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/7/2024
T2012,Kuas,Alat,Buah,1,18000,18000,1/4/2024
T1535,Kuas,Alat,Buah,3,18000,54000,1/6/2024
T1805,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/6/2024
T1895,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/3/2024
T1317,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/2/2024
T1372,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1477,Cat Kayu,Cat,Kaleng,1,89000,89000,1/9/2024
T1530,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/2/2024
T2060,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/1/2024
T1087,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/8/2024
T1744,Kuas,Alat,Buah,5,18000,90000,1/7/2024
T1557,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/5/2024
T2051,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1510,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/2/2024
T1570,Cat Kayu,Cat,Kaleng,7,89000,623000,1/1/2024
T1096,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/8/2024
T1619,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/9/2024
T1319,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/4/2024
T1543,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/7/2024
T1702,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/9/2024
T1020,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/7/2024
T1370,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1281,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/2/2024
T1439,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/6/2024
T1728,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/1/2024
T1094,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/5/2024
T1938,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1984,Kuas,Alat,Buah,6,18000,108000,1/7/2024
T1574,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/6/2024
T1039,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/8/2024
T1545,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/4/2024
T1429,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/6/2024
T1132,Kuas,Alat,Buah,8,18000,144000,1/4/2024
T1865,Semen,Material Konstruksi,Zak,7,63000,441000,1/7/2024
T1597,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/5/2024
T1854,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/6/2024
T1600,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/1/2024
T1149,Cat Kayu,Cat,Kaleng,9,89000,801000,1/7/2024
T1782,Semen,Material Konstruksi,Zak,4,63000,252000,1/1/2024
T1491,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/4/2024
T1172,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/9/2024
T1010,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/3/2024
T1930,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/1/2024
T1854,Cat Tembok,Cat,Kaleng,4,232000,928000,1/5/2024
T1396,Cat Kayu,Cat,Kaleng,1,89000,89000,1/4/2024
T1459,Cat Kayu,Cat,Kaleng,2,89000,178000,1/1/2024
T2040,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/1/2024
T1968,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/5/2024
T1717,Kuas,Alat,Buah,1,18000,18000,1/1/2024
T1992,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/1/2024
T1864,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/3/2024
T1050,Kuas,Alat,Buah,10,18000,180000,1/3/2024
T1595,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/3/2024
T1195,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1111,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/7/2024
T1025,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/6/2024
T1748,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/2/2024
T1661,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/1/2024
T1789,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/2/2024
T2049,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/5/2024
T1033,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/8/2024
T1565,Kuas,Alat,Buah,2,18000,36000,1/8/2024
T1756,Kuas,Alat,Buah,1,18000,18000,1/2/2024
T2069,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/7/2024
T1983,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/8/2024
T1705,Kuas,Alat,Buah,6,18000,108000,1/6/2024
T1208,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/5/2024
T1663,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/7/2024
T1854,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/6/2024
T1704,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/5/2024
T2028,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/3/2024
T1639,Cat Kayu,Cat,Kaleng,8,89000,712000,1/2/2024
T1663,Cat Kayu,Cat,Kaleng,6,89000,534000,1/8/2024
T1918,Cat Kayu,Cat,Kaleng,9,89000,801000,1/6/2024
T1119,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/6/2024
T1513,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/8/2024
T1580,Semen,Material Konstruksi,Zak,1,63000,63000,1/9/2024
T1614,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1061,Semen,Material Konstruksi,Zak,8,63000,504000,1/3/2024
T1252,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/1/2024
T1204,Kuas,Alat,Buah,1,18000,18000,1/8/2024
T1720,Kuas,Alat,Buah,4,18000,72000,1/1/2024
T1918,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/4/2024
T2050,Semen,Material Konstruksi,Zak,10,63000,630000,1/2/2024
T1761,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/5/2024
T1898,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/8/2024
T1769,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/2/2024
T1937,Kuas,Alat,Buah,1,18000,18000,1/2/2024
T1558,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/5/2024
T1804,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/2/2024
T1401,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/3/2024
T1866,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/1/2024
T1364,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T2047,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/1/2024
T1002,Cat Kayu,Cat,Kaleng,4,89000,356000,1/5/2024
T1514,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/1/2024
T1665,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1648,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/8/2024
T1768,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/9/2024
T1521,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/9/2024
T1435,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1350,Semen,Material Konstruksi,Zak,10,63000,630000,1/7/2024
T1717,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/3/2024
T1369,Semen,Material Konstruksi,Zak,5,63000,315000,1/3/2024
T1738,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/6/2024
T1488,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1287,Cat Tembok,Cat,Kaleng,3,232000,696000,1/6/2024
T1850,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/6/2024
T1620,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/3/2024
T1716,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T2002,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/3/2024
T1408,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/3/2024
T1155,Cat Tembok,Cat,Kaleng,4,232000,928000,1/7/2024
T1471,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/8/2024
T1906,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/5/2024
T1034,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/6/2024
T1158,Cat Kayu,Cat,Kaleng,2,89000,178000,1/5/2024
T1278,Cat Kayu,Cat,Kaleng,9,89000,801000,1/3/2024
T1359,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/6/2024
T2038,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/3/2024
T1722,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T1068,Cat Kayu,Cat,Kaleng,10,89000,890000,1/7/2024
T1567,Kuas,Alat,Buah,5,18000,90000,1/9/2024
T1272,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/4/2024
T1549,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/5/2024
T1232,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/4/2024
T1739,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/2/2024
T1846,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1325,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/6/2024
T1928,Cat Tembok,Cat,Kaleng,4,232000,928000,1/4/2024
T2050,Semen,Material Konstruksi,Zak,5,63000,315000,1/8/2024
T1701,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/2/2024
T1262,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/4/2024
T1394,Cat Kayu,Cat,Kaleng,6,89000,534000,1/1/2024
T1919,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/5/2024
T2031,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/4/2024
T1271,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1592,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1206,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/1/2024
T1900,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1621,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/4/2024
T1503,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/3/2024
T1056,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/5/2024
T1367,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/8/2024
T1441,Kuas,Alat,Buah,1,18000,18000,1/9/2024
T1761,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/1/2024
T1024,Kuas,Alat,Buah,3,18000,54000,1/6/2024
T1763,Cat Kayu,Cat,Kaleng,8,89000,712000,1/3/2024
T1909,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/5/2024
T1041,Kuas,Alat,Buah,8,18000,144000,1/8/2024
T2066,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/3/2024
T1830,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/1/2024
T1502,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/7/2024
T1985,Semen,Material Konstruksi,Zak,7,63000,441000,1/7/2024
T1066,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1180,Kuas,Alat,Buah,5,18000,90000,1/5/2024
T1602,Kuas,Alat,Buah,9,18000,162000,1/8/2024
T1248,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/6/2024
T1662,Semen,Material Konstruksi,Zak,4,63000,252000,1/3/2024
T1702,Cat Tembok,Cat,Kaleng,3,232000,696000,1/1/2024
T1349,Semen,Material Konstruksi,Zak,6,63000,378000,1/1/2024
T1309,Cat Kayu,Cat,Kaleng,4,89000,356000,1/9/2024
T2001,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/7/2024
T1015,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1481,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/1/2024
T1315,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1388,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T1696,Kuas,Alat,Buah,9,18000,162000,1/6/2024
T1303,Semen,Material Konstruksi,Zak,6,63000,378000,1/6/2024
T1929,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/7/2024
T1159,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/2/2024
T1376,Cat Kayu,Cat,Kaleng,4,89000,356000,1/4/2024
T1015,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/8/2024
T1730,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/1/2024
T1547,Semen,Material Konstruksi,Zak,2,63000,126000,1/1/2024
T1857,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/4/2024
T1029,Semen,Material Konstruksi,Zak,9,63000,567000,1/3/2024
T1508,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/7/2024
T1955,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/6/2024
T1264,Cat Kayu,Cat,Kaleng,7,89000,623000,1/2/2024
T1475,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/9/2024
T1015,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/5/2024
T1510,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/4/2024
T1005,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/5/2024
T1618,Semen,Material Konstruksi,Zak,7,63000,441000,1/7/2024
T1996,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/2/2024
T1164,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/6/2024
T1613,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1208,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T1627,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/7/2024
T1859,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/2/2024
T1801,Cat Kayu,Cat,Kaleng,9,89000,801000,1/7/2024
T1074,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/1/2024
T1589,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/9/2024
T1220,Kuas,Alat,Buah,3,18000,54000,1/3/2024
T1374,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1473,Cat Kayu,Cat,Kaleng,7,89000,623000,1/8/2024
T1962,Cat Tembok,Cat,Kaleng,1,232000,232000,1/2/2024
T1516,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/1/2024
T1132,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/2/2024
T1590,Cat Kayu,Cat,Kaleng,10,89000,890000,1/4/2024
T1158,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T1679,Semen,Material Konstruksi,Zak,10,63000,630000,1/1/2024
T1064,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1145,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/1/2024
T1834,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/9/2024
T1026,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1407,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/8/2024
T1785,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/1/2024
T1377,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/5/2024
T1195,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/7/2024
T1936,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/5/2024
T1563,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/7/2024
T2068,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/8/2024
T2050,Cat Kayu,Cat,Kaleng,7,89000,623000,1/1/2024
T1061,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1550,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/5/2024
T1524,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/5/2024
T1786,Cat Tembok,Cat,Kaleng,3,232000,696000,1/6/2024
T1172,Semen,Material Konstruksi,Zak,4,63000,252000,1/8/2024
T1974,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/2/2024
T1452,Kuas,Alat,Buah,10,18000,180000,1/3/2024
T1978,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/8/2024
T1279,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/8/2024
T1201,Semen,Material Konstruksi,Zak,8,63000,504000,1/2/2024
T1374,Kuas,Alat,Buah,6,18000,108000,1/8/2024
T1028,Cat Tembok,Cat,Kaleng,1,232000,232000,1/7/2024
T1790,Cat Kayu,Cat,Kaleng,5,89000,445000,1/1/2024
T1116,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/8/2024
T2017,Cat Kayu,Cat,Kaleng,7,89000,623000,1/3/2024
T2044,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/9/2024
T1496,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/1/2024
T1453,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/3/2024
T1619,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/7/2024
T1336,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/4/2024
T1891,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/3/2024
T1240,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/3/2024
T1724,Cat Tembok,Cat,Kaleng,2,232000,464000,1/3/2024
T1746,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/1/2024
T1627,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/4/2024
T1045,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/1/2024
T1648,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/1/2024
T1697,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/2/2024
T1852,Cat Kayu,Cat,Kaleng,6,89000,534000,1/3/2024
T1394,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1377,Cat Kayu,Cat,Kaleng,8,89000,712000,1/8/2024
T1773,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/4/2024
T1274,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/2/2024
T1328,Kuas,Alat,Buah,5,18000,90000,1/3/2024
T1216,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/5/2024
T1331,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/5/2024
T1641,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/3/2024
T1457,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1760,Semen,Material Konstruksi,Zak,9,63000,567000,1/5/2024
T1392,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1330,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1915,Kuas,Alat,Buah,6,18000,108000,1/7/2024
T1624,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/2/2024
T2018,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/8/2024
T1209,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/8/2024
T1867,Kuas,Alat,Buah,5,18000,90000,1/1/2024
T1825,Cat Kayu,Cat,Kaleng,9,89000,801000,1/4/2024
T1915,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/9/2024
T2050,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/8/2024
T2016,Semen,Material Konstruksi,Zak,1,63000,63000,1/9/2024
T1165,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/1/2024
T1062,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/3/2024
T1221,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T1216,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/4/2024
T1994,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1707,Kuas,Alat,Buah,10,18000,180000,1/2/2024
T1721,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/8/2024
T1089,Cat Kayu,Cat,Kaleng,7,89000,623000,1/4/2024
T1893,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/6/2024
T2039,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1283,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/1/2024
T1611,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1085,Kuas,Alat,Buah,9,18000,162000,1/3/2024
T1500,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/1/2024
T1696,Cat Kayu,Cat,Kaleng,1,89000,89000,1/2/2024
T1853,Kuas,Alat,Buah,9,18000,162000,1/5/2024
T1148,Kuas,Alat,Buah,6,18000,108000,1/2/2024
T1965,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/5/2024
T1928,Cat Kayu,Cat,Kaleng,9,89000,801000,1/9/2024
T1473,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/7/2024
T1396,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/8/2024
T1933,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/6/2024
T1731,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/1/2024
T1157,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/1/2024
T1638,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/6/2024
T1690,Cat Kayu,Cat,Kaleng,8,89000,712000,1/4/2024
T1303,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1079,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/4/2024
T1076,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/4/2024
T1244,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/9/2024
T1761,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/9/2024
T1829,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/4/2024
